1,1,2415,272,53,85,1.0,0,-1,-1,-1
1,2,2214,169,34,77,1.0,0,-1,-1,-1
1,3,2166,159,45,80,1.0,0,-1,-1,-1
1,4,2111,148,42,76,1.0,0,-1,-1,-1
1,5,2066,143,43,72,1.0,0,-1,-1,-1
1,6,2029,136,48,70,1.0,0,-1,-1,-1
1,7,1995,134,32,65,1.0,0,-1,-1,-1
1,8,1960,124,34,73,1.0,0,-1,-1,-1
1,9,1920,115,38,71,1.0,0,-1,-1,-1
1,10,1883,111,27,65,1.0,0,-1,-1,-1
1,11,1845,104,30,73,1.0,0,-1,-1,-1
1,12,2325,264,41,40,1.0,1,-1,-1,-1
1,17,2035,210,22,18,1.0,2,-1,-1,-1
1,18,2028,224,34,27,1.0,2,-1,-1,-1
1,21,1606,244,100,53,1.0,2,-1,-1,-1
1,19,1830,245,71,62,1.0,2,-1,-1,-1
1,20,496,662,226,93,1.0,2,-1,-1,-1
1,22,1842,147,33,48,1.0,1,-1,-1,-1
1,23,1565,204,92,37,1.0,2,-1,-1,-1
1,13,1977,303,77,61,1.0,2,-1,-1,-1
1,14,1783,369,158,78,1.0,2,-1,-1,-1
1,15,1004,669,444,227,1.0,2,-1,-1,-1
1,16,920,583,258,131,1.0,1,-1,-1,-1
2,1,2415,272,53,85,1.0,0,-1,-1,-1
2,2,2214,169,34,77,1.0,0,-1,-1,-1
2,3,2166,159,45,80,1.0,0,-1,-1,-1
2,4,2111,148,42,76,1.0,0,-1,-1,-1
2,5,2066,143,43,72,1.0,0,-1,-1,-1
2,7,1995,134,32,65,1.0,0,-1,-1,-1
2,8,1960,124,34,73,1.0,0,-1,-1,-1
2,9,1920,115,38,71,1.0,0,-1,-1,-1
2,10,1883,111,27,65,1.0,0,-1,-1,-1
2,11,1845,104,30,73,1.0,0,-1,-1,-1
2,12,2325,264,41,40,1.0,1,-1,-1,-1
2,17,2035,210,22,18,1.0,2,-1,-1,-1
2,18,2028,224,34,27,1.0,2,-1,-1,-1
2,21,1605,253,90,41,1.0,2,-1,-1,-1
2,19,1829,252,74,50,1.0,2,-1,-1,-1
2,20,496,662,226,93,1.0,2,-1,-1,-1
2,22,1842,147,33,48,1.0,1,-1,-1,-1
2,23,1563,206,92,37,1.0,2,-1,-1,-1
2,13,1992,279,82,78,1.0,2,-1,-1,-1
2,14,1817,366,151,79,1.0,2,-1,-1,-1
2,15,1108,637,401,204,1.0,2,-1,-1,-1
2,16,900,594,278,120,1.0,1,-1,-1,-1
2,6,2031,133,41,72,1.0,0,-1,-1,-1
3,1,2415,272,53,85,1.0,0,-1,-1,-1
3,2,2214,169,34,77,1.0,0,-1,-1,-1
3,3,2166,159,45,80,1.0,0,-1,-1,-1
3,4,2111,148,42,76,1.0,0,-1,-1,-1
3,5,2066,143,43,72,1.0,0,-1,-1,-1
3,6,2029,136,48,70,1.0,0,-1,-1,-1
3,7,1995,134,32,65,1.0,0,-1,-1,-1
3,8,1960,124,34,73,1.0,0,-1,-1,-1
3,9,1920,115,38,71,1.0,0,-1,-1,-1
3,10,1883,111,27,65,1.0,0,-1,-1,-1
3,11,1845,104,30,73,1.0,0,-1,-1,-1
3,12,2325,264,41,40,1.0,1,-1,-1,-1
3,17,2035,210,22,18,1.0,2,-1,-1,-1
3,18,2028,224,34,27,1.0,2,-1,-1,-1
3,21,1595,255,90,41,1.0,2,-1,-1,-1
3,19,1854,241,65,58,1.0,2,-1,-1,-1
3,20,601,625,226,93,1.0,2,-1,-1,-1
3,22,1842,147,33,48,1.0,1,-1,-1,-1
3,23,1563,206,92,37,1.0,2,-1,-1,-1
3,13,1996,285,82,78,1.0,2,-1,-1,-1
3,14,1836,343,151,79,1.0,2,-1,-1,-1
3,15,1257,589,308,177,1.0,2,-1,-1,-1
3,16,876,629,255,142,1.0,2,-1,-1,-1
4,1,2415,272,53,85,1.0,0,-1,-1,-1
4,2,2214,169,34,77,1.0,0,-1,-1,-1
4,3,2166,159,45,80,1.0,0,-1,-1,-1
4,4,2111,148,42,76,1.0,0,-1,-1,-1
4,5,2066,143,43,72,1.0,0,-1,-1,-1
4,6,2029,136,48,70,1.0,0,-1,-1,-1
4,7,1995,134,32,65,1.0,0,-1,-1,-1
4,8,1960,124,34,73,1.0,0,-1,-1,-1
4,9,1920,115,38,71,1.0,0,-1,-1,-1
4,10,1883,111,27,65,1.0,0,-1,-1,-1
4,11,1845,104,30,73,1.0,0,-1,-1,-1
4,12,2325,264,41,40,1.0,1,-1,-1,-1
4,17,1981,199,37,28,1.0,2,-1,-1,-1
4,18,2021,208,44,29,1.0,2,-1,-1,-1
4,21,1595,255,90,41,1.0,2,-1,-1,-1
4,19,1841,247,77,52,1.0,2,-1,-1,-1
4,20,708,578,226,93,1.0,2,-1,-1,-1
4,22,1842,147,33,48,1.0,1,-1,-1,-1
4,23,1563,206,92,37,1.0,2,-1,-1,-1
4,13,1995,277,82,78,1.0,2,-1,-1,-1
4,14,1886,312,126,78,1.0,1,-1,-1,-1
4,15,1257,589,308,177,1.0,2,-1,-1,-1
4,16,912,602,258,131,1.0,2,-1,-1,-1
5,1,2415,272,53,85,1.0,0,-1,-1,-1
5,2,2214,169,34,77,1.0,0,-1,-1,-1
5,3,2166,159,45,80,1.0,0,-1,-1,-1
5,4,2111,148,42,76,1.0,0,-1,-1,-1
5,5,2066,143,43,72,1.0,0,-1,-1,-1
