1,1,2299,406,169,241,1.0,0,-1,-1,-1
1,2,2094,580,254,460,1.0,0,-1,-1,-1
1,3,341,1126,363,316,1.0,0,-1,-1,-1
1,4,114,880,314,437,1.0,0,-1,-1,-1
1,5,40,746,255,345,1.0,0,-1,-1,-1
1,6,226,480,218,335,1.0,0,-1,-1,-1
1,7,405,581,85,110,1.0,1,-1,-1,-1
1,8,1705,774,171,191,1.0,1,-1,-1,-1
1,9,2085,515,146,160,1.0,1,-1,-1,-1
1,10,1408,473,351,192,1.0,2,-1,-1,-1
1,11,1676,352,231,112,1.0,2,-1,-1,-1
1,12,2186,210,82,42,1.0,2,-1,-1,-1
1,13,2406,238,26,44,1.0,1,-1,-1,-1
1,14,2435,247,27,42,1.0,1,-1,-1,-1
2,1,2299,406,169,241,1.0,0,-1,-1,-1
2,2,2094,580,254,460,1.0,0,-1,-1,-1
2,3,338,1123,357,316,1.0,0,-1,-1,-1
2,4,114,880,314,437,1.0,0,-1,-1,-1
2,5,40,746,255,345,1.0,0,-1,-1,-1
2,6,226,480,218,335,1.0,0,-1,-1,-1
2,7,405,581,90,112,1.0,1,-1,-1,-1
2,8,1676,787,205,192,1.0,1,-1,-1,-1
2,9,2076,523,166,159,1.0,1,-1,-1,-1
2,10,1456,450,402,184,1.0,2,-1,-1,-1
2,11,1682,333,231,112,1.0,2,-1,-1,-1
2,12,2194,211,82,42,1.0,2,-1,-1,-1
2,13,2406,238,26,44,1.0,1,-1,-1,-1
2,14,2435,246,27,42,1.0,1,-1,-1,-1
3,1,2299,406,169,241,1.0,0,-1,-1,-1
3,2,2094,580,254,460,1.0,0,-1,-1,-1
3,3,338,1123,363,316,1.0,0,-1,-1,-1
3,4,114,880,314,437,1.0,0,-1,-1,-1
3,5,40,746,255,345,1.0,0,-1,-1,-1
3,6,226,480,218,335,1.0,0,-1,-1,-1
3,7,405,581,74,110,1.0,2,-1,-1,-1
3,8,1676,787,205,192,1.0,1,-1,-1,-1
3,9,2087,524,138,160,1.0,1,-1,-1,-1
3,10,1466,453,409,156,1.0,2,-1,-1,-1
3,11,1705,325,231,112,1.0,2,-1,-1,-1
3,12,2194,211,94,44,1.0,2,-1,-1,-1
3,13,2406,238,26,44,1.0,1,-1,-1,-1
3,14,2429,246,27,42,1.0,1,-1,-1,-1
4,1,2299,406,169,241,1.0,0,-1,-1,-1
4,2,2094,580,254,460,1.0,0,-1,-1,-1
4,3,338,1123,363,316,1.0,0,-1,-1,-1
4,4,114,880,314,437,1.0,0,-1,-1,-1
4,5,79,733,216,358,1.0,0,-1,-1,-1
4,6,226,480,218,335,1.0,0,-1,-1,-1
4,7,400,599,74,110,1.0,2,-1,-1,-1
4,8,1689,803,191,176,1.0,1,-1,-1,-1
4,9,2087,517,138,160,1.0,1,-1,-1,-1
4,10,1476,428,405,173,1.0,2,-1,-1,-1
4,11,1730,319,236,134,1.0,2,-1,-1,-1
4,12,2194,213,94,44,1.0,2,-1,-1,-1
4,13,2404,236,26,44,1.0,1,-1,-1,-1
4,14,2428,242,27,42,1.0,1,-1,-1,-1
5,1,2294,365,198,284,1.0,0,-1,-1,-1
5,2,2094,580,254,460,1.0,0,-1,-1,-1
5,3,338,1123,363,316,1.0,0,-1,-1,-1
5,4,114,880,314,437,1.0,0,-1,-1,-1
5,5,74,733,220,358,1.0,0,-1,-1,-1
5,6,226,480,218,335,1.0,0,-1,-1,-1
5,7,394,607,74,110,1.0,2,-1,-1,-1
5,8,1654,819,201,208,1.0,1,-1,-1,-1
5,9,2087,517,138,160,1.0,1,-1,-1,-1
5,10,1477,421,416,175,1.0,1,-1,-1,-1
5,11,1741,316,236,134,1.0,2,-1,-1,-1
5,12,2194,213,94,44,1.0,2,-1,-1,-1
5,13,2404,236,26,44,1.0,1,-1,-1,-1
5,14,2428,242,27,42,1.0,1,-1,-1,-1
6,1,2305,338,187,311,1.0,0,-1,-1,-1
6,2,2094,580,254,460,1.0,0,-1,-1,-1
6,3,338,1123,363,316,1.0,0,-1,-1,-1
6,4,114,880,314,437,1.0,0,-1,-1,-1
6,5,74,727,220,365,1.0,0,-1,-1,-1
6,6,226,480,218,335,1.0,0,-1,-1,-1
6,7,394,607,74,110,1.0,2,-1,-1,-1
6,8,1654,819,201,208,1.0,1,-1,-1,-1
6,9,2087,517,138,160,1.0,1,-1,-1,-1
6,10,1518,406,379,154,1.0,1,-1,-1,-1
6,11,1750,313,236,134,1.0,2,-1,-1,-1
6,12,2205,218,79,39,1.0,2,-1,-1,-1
